example_id,gold_answer,k0_answer,k0_correct,k0_new_anchor,k10_answer,k10_correct,k10_new_anchor,k1_answer,k1_correct,k1_new_anchor,k2_answer,k2_correct,k2_new_anchor,k3_answer,k3_correct,k3_new_anchor,k4_answer,k4_correct,k4_new_anchor,k5_answer,k5_correct,k5_new_anchor,k6_answer,k6_correct,k6_new_anchor,k7_answer,k7_correct,k7_new_anchor,k8_answer,k8_correct,k8_new_anchor,k9_answer,k9_correct,k9_new_anchor,policy
808,12,5,False,[],48,False,"[""0""]",7,False,"["">>""]",7,False,"["" drank""]",4,False,"["" <<""]",28,False,"[""1""]",48,False,"[""4""]",48,False,"[""+""]",48,False,"[""3""]",48,False,"[""+""]",48,False,"[""=""]",greedy_ig
808,12,5,False,[],11,False,"[""4""]",5,False,"[""4""]",5,False,"["" students""]",2,False,"["" drank""]",5,False,"[""1""]",5,False,"["".""]",5,False,"[""5""]",5,False,"["" qu""]",5,False,"[""arts""]",12,True,"["" =""]",prefix
809,50,50,True,[],50,True,"[""0""]",150,False,"["" <<""]",50,True,"["" -""]",50,True,"["" ordered""]",50,True,"["" candies""]",50,True,"["" but""]",50,True,"[""0""]",50,True,"[""0""]",50,True,"["" off""]",50,True,"[""0""]",greedy_ig
809,50,50,True,[],50,True,"[""ters""]",50,True,"[""D""]",50,True,"[""ale""]",50,True,"["" starts""]",50,True,"["" off""]",50,True,"["" selling""]",50,True,"[""1""]",50,True,"[""0""]",50,True,"[""0""]",50,True,"["" but""]",prefix
810,310,70,False,[],70,False,"[""=""]",70,False,"[""By""]",70,False,"[""<<""]",70,False,"[""0""]",70,False,"[""0""]",70,False,"["" of""]",70,False,"["">>""]",70,False,"[""At""]",70,False,"[""1""]",70,False,"["",""]",greedy_ig
810,310,70,False,[],150,False,"["" students""]",70,False,"[""At""]",70,False,"["" the""]",70,False,"["" end""]",70,False,"["" of""]",70,False,"["" January""]",70,False,"["",""]",70,False,"["" the""]",150,False,"["" number""]",50,False,"["" of""]",prefix
811,60,10,False,[],6,False,"[""=""]",6,False,"["" <<""]",60,True,"[""/.""]",6,False,"["" branches""]",60,True,"["" in""]",6,False,"[""6""]",6,False,"[""2""]",6,False,"[""0""]",6,False,"["" climbed""]",6,False,"[""0""]",greedy_ig
811,60,10,False,[],6,False,"[""1""]",30,False,"[""He""]",60,True,"["" climbed""]",60,True,"[""4""]",60,True,"[""2""]",60,True,"[""0""]",60,True,"["" branches""]",60,True,"["" in""]",6,False,"["" total""]",60,True,"["" because""]",prefix
812,79,101,False,[],124,False,"[""3""]",91,False,"[""<<""]",101,False,"[""Rose""]",101,False,"[""<<""]",101,False,"["" picks""]",101,False,"["" petals""]",101,False,"[""4""]",92,False,"[""2""]",121,False,"[""=""]",124,False,"[""4""]",greedy_ig
812,79,101,False,[],91,False,"[""5""]",97,False,"[""Rose""]",115,False,"["" picks""]",101,False,"[""3""]",55,False,"[""*""]",99,False,"[""5""]",90,False,"[""=""]",91,False,"[""<<""]",91,False,"[""3""]",91,False,"[""*""]",prefix
813,7,14,False,[],7,True,"[""3""]",12,False,"["" because""]",10,False,"["" more""]",12,False,"[""5""]",15,False,"[""They""]",7,True,"[""+""]",7,True,"[""1""]",7,True,"["" can""]",7,True,"["".""]",7,True,"[""2""]",greedy_ig
813,7,14,False,[],6,False,"[""9""]",11,False,"[""They""]",12,False,"["" used""]",7,True,"["" up""]",6,False,"[""2""]",6,False,"[""1""]",6,False,"["" marsh""]",6,False,"[""mall""]",6,False,"[""ows""]",6,False,"["" because""]",prefix
814,11,6,False,[],12,False,"[""*.""]",9,False,"[""<<""]",40,False,"[""So""]",40,False,"[""*""]",24,False,"[""/""]",9,False,"["" hour""]",32,False,"[""=""]",32,False,"["" hour""]",32,False,"["" money""]",21,False,"[""3""]",greedy_ig
814,11,6,False,[],12,False,"[""=""]",7,False,"[""Jack""]",24,False,"["" puts""]",12,False,"["" change""]",18,False,"["" in""]",6,False,"[""6""]",12,False,"[""0""]",15,False,"[""/""]",12,False,"[""2""]",12,False,"[""0""]",prefix
815,4,4,True,[],4,True,"["" uses""]",10,False,"[""She""]",5,False,"["" fragrance""]",5,False,"["" uses""]",4,True,"[""2""]",4,True,"["" salt""]",4,True,"[""4""]",4,True,"["" as""]",4,True,"["" the""]",4,True,"["".""]",greedy_ig
815,4,4,True,[],let z be the ounces of zest tanya uses..,False,"["".""]",4,True,"[""Let""]",4,True,"["" Z""]",4,True,"["" be""]",4,True,"["" the""]",let z be the ounces of zest.,False,"["" ounces""]",let z be the ounces of citrus zest.,False,"["" of""]",let z be the ounces of zest.,False,"["" zest""]",4,True,"["" Tanya""]",4,True,"["" uses""]",prefix
816,4500,4500,True,[],5000,False,"[""0""]",4500,True,"[""0""]",4500,True,"[""5""]",4500,True,"[""0""]",4500,True,"[""0""]",5500,False,"[""3""]",5500,False,"[""0""]",5000,False,"[""0""]",5500,False,"[""0""]",5500,False,"[""0""]",greedy_ig
816,4500,4500,True,[],4500,True,"[""<<""]",4500,True,"[""The""]",4500,True,"["" goats""]",4500,True,"["" cost""]",4500,True,"[""3""]",4500,True,"[""*""]",4500,True,"[""5""]",4500,True,"[""0""]",4500,True,"[""0""]",4500,True,"[""=$""]",prefix
817,15,15,True,[],15,True,"["".""]",5,False,"["" <<""]",15,True,"[""8""]",15,True,"["" chocolate""]",15,True,"["" should""]",15,True,"["".""]",15,True,"[""5""]",15,True,"[""Paul""]",15,True,"[""####""]",15,True,"[""6""]",greedy_ig
817,15,15,True,[],15,True,"["" is""]",15,True,"[""The""]",15,True,"["" total""]",15,True,"["" number""]",15,True,"["" of""]",15,True,"["" chocolate""]",15,True,"["" and""]",15,True,"["" to""]",15,True,"[""ffee""]",15,True,"["" cupcakes""]",prefix
818,16,24,False,[],12,False,"["" as""]",16,True,"[""/""]",16,True,"["" many""]",16,True,"[""8""]",16,True,"[""8""]",12,False,"[""2""]",12,False,"["" sells""]",12,False,"["" has""]",12,False,"["",""]",12,False,"[""0""]",greedy_ig
818,16,24,False,[],24,False,"["" has""]",24,False,"[""If""]",24,False,"["" Robert""]",24,False,"["" has""]",24,False,"[""2""]",24,False,"[""0""]",24,False,"["" cars""]",24,False,"["",""]",24,False,"["" and""]",24,False,"["" Joe""]",prefix
819,6250,6250,True,[],6250,True,"[""5""]",6250,True,"["">>""]",6250,True,"[""/""]",6250,True,"[""5""]",6250,True,"["" student""]",6250,True,"["",""]",6250,True,"["" =""]",6250,True,"[""Amount""]",6250,True,"[""6""]",6250,True,"[""6""]",greedy_ig
819,6250,6250,True,[],6250,True,"["",""]",6250,True,"[""Amount""]",6250,True,"["" raised""]",6250,True,"["" by""]",6250,True,"["" all""]",6250,True,"["" students""]",6250,True,"["" was""]",6250,True,"[""1""]",6250,True,"[""7""]",6250,True,"[""5""]",prefix
820,720,720,True,[],720,True,"[""8""]",720,True,"[""Since""]",720,True,"["">>""]",720,True,"[""=""]",720,True,"["" time""]",720,True,"["" hours""]",720,True,"["" is""]",720,True,"[""2""]",720,True,"[""2""]",720,True,"["" in""]",greedy_ig
820,720,720,True,[],720,True,"["" second""]",1020,False,"[""If""]",720,True,"["" she""]",720,True,"["" walked""]",4320,False,"["" half""]",720,True,"["" as""]",720,True,"["" many""]",720,True,"["" hours""]",4320,False,"["" on""]",720,True,"["" the""]",prefix
821,35,35,True,[],35,True,"["" number""]",35,True,"["" first""]",35,True,"["" is""]",35,True,"["" the""]",35,True,"[""0""]",35,True,"[""2""]",35,True,"["" break""]",35,True,"["" the""]",35,True,"[""0""]",35,True,"["",""]",greedy_ig
821,35,35,True,[],35,True,"["" more""]",35,True,"[""During""]",35,True,"["" the""]",35,True,"["" first""]",35,True,"["" break""]",35,True,"["",""]",35,True,"["" he""]",35,True,"["" saw""]",35,True,"[""2""]",35,True,"[""0""]",prefix
822,1260,2260,False,[],1260,True,"[""1""]",840,False,"[""<<""]",960,False,"["" means""]",1260,True,"[""8""]",1260,True,"[""8""]",1260,True,"["" pays""]",1260,True,"[""*$""]",1260,True,"[""6""]",1260,True,"[""6""]",1260,True,"[""0""]",greedy_ig
822,1260,2260,False,[],1260,True,"[""<<""]",1260,True,"[""Each""]",840,False,"["" cycle""]",1260,True,"["" pays""]",1260,True,"[""5""]",1260,True,"[""*$""]",1260,True,"[""1""]",1260,True,"["".""]",1260,True,"[""2""]",1260,True,"[""=$""]",prefix
823,14,22,False,[],18,False,"["" scored""]",18,False,"["" first""]",18,False,"[""1""]",18,False,"["" game""]",18,False,"["" scored""]",18,False,"[""0""]",18,False,"["" and""]",18,False,"["" in""]",18,False,"["" points""]",18,False,"["",""]",greedy_ig
823,14,22,False,[],22,False,"["" points""]",20,False,"[""In""]",22,False,"["" the""]",22,False,"["" first""]",22,False,"["" game""]",20,False,"["",""]",22,False,"["" Sasha""]",22,False,"["" scored""]",22,False,"[""1""]",22,False,"[""4""]",prefix
824,52,52,True,[],52,True,"[""8""]",52,True,"[""3""]",52,True,"[""6""]",52,True,"["".""]",52,True,"["" food""]",52,True,"["" t""]",52,True,"[""ins""]",52,True,"["" of""]",52,True,"["" cat""]",52,True,"[""1""]",greedy_ig
824,52,52,True,[],52,True,"[""ber""]",52,True,"[""The""]",52,True,"["" number""]",52,True,"["" of""]",52,True,"["" cat""]",52,True,"["" food""]",52,True,"["" t""]",52,True,"[""ins""]",52,True,"["" that""]",52,True,"["" Kim""]",prefix
825,153,159,False,[],123,False,"[""7""]",153,True,"[""x""]",153,True,"[""+""]",153,True,"[""=""]",153,True,"["":x""]",153,True,"["">>""]",153,True,"[""Sm""]",153,True,"[""1""]",153,True,"[""7""]",123,False,"[""4""]",greedy_ig
825,153,159,False,[],153,True,"[""Sm""]",153,True,"[""Let""]",153,True,"["" x""]",153,True,"["" represent""]",201,False,"["" the""]",153,True,"["" number""]",153,True,"["" of""]",201,False,"["" cards""]",113,False,"["" PJ""]",153,True,"["" has""]",prefix
826,27,27,True,[],3,False,"["" <<""]",27,True,"[""1""]",27,True,"["" eggs""]",27,True,"["" eggs""]",27,True,"["" eggs""]",30,False,"[""0""]",30,False,"[""9""]",20,False,"["" as""]",30,False,"["" has""]",20,False,"["" blue""]",greedy_ig
826,27,27,True,[],27,True,"["" eggs""]",27,True,"[""She""]",27,True,"["" has""]",27,True,"["" twice""]",27,True,"["" as""]",27,True,"["" many""]",27,True,"["" blue""]",27,True,"["" eggs""]",27,True,"["" as""]",27,True,"["" green""]",prefix
827,11,19,False,[],10,False,"["" book""]",21,False,"["" *""]",21,False,"["" is""]",8,False,"["" is""]",8,False,"["".""]",8,False,"[""5""]",8,False,"["" $""]",10,False,"[""0""]",10,False,"[""The""]",10,False,"["" the""]",greedy_ig
827,11,19,False,[],5,False,"[""2""]",11,True,"[""M""]",11,True,"[""illy""]",11,True,"["" will""]",15,False,"["" get""]",14,False,"["" back""]",14,False,"["" from""]",16,False,"["" Amazon""]",7,False,"["" $""]",4,False,"[""3""]",prefix
828,60,60,True,[],600,False,"[""Mul""]",60,True,"[""1""]",60,True,"[""0""]",60,True,"[""0""]",60,True,"[""an""]",60,True,"[""0""]",60,True,"[""6""]",60,True,"[""0""]",60,True,"["" of""]",600,False,"[""0""]",greedy_ig
828,60,60,True,[],60,True,"["" +""]",60,True,"[""Mul""]",60,True,"[""an""]",60,True,"["" has""]",606,False,"["" a""]",60,True,"["" total""]",60,True,"["" of""]",60,True,"["" $""]",606,False,"[""4""]",60,True,"[""0""]",prefix
829,14000,18000,False,[],0,False,"[""=""]",12000,False,"["">>""]",14000,True,"[""/""]",22000,False,"["" produces""]",14000,True,"["" chocolate""]",18000,False,"["" =""]",18000,False,"["",""]",20000,False,"["",""]",20000,False,"[""2""]",20000,False,"["",""]",greedy_ig
829,14000,18000,False,[],14000,True,"[""0""]",14000,True,"[""In""]",18000,False,"["" the""]",10000,False,"["" second""]",14000,True,"["" week""]",10000,False,"["",""]",14000,True,"["" Boris""]",10000,False,"["" produces""]",14000,True,"[""8""]",10000,False,"["",""]",prefix
830,1128,648,False,[],760,False,"["" *""]",928,False,"[""6""]",728,False,"["" minutes""]",128,False,"["" spends""]",768,False,"[""9""]",768,False,"["" minutes""]",768,False,"["" minutes""]",760,False,"[""0""]",260,False,"[""7""]",760,False,"[""8""]",greedy_ig
830,1128,648,False,[],648,False,"["" videos""]",648,False,"[""First""]",648,False,"["" find""]",648,False,"["" how""]",648,False,"["" long""]",648,False,"["" Brit""]",648,False,"[""any""]",808,False,"["" spends""]",768,False,"["" recording""]",960,False,"["" the""]",prefix
831,324,369,False,[],319.00,False,"[""0""]",699,False,"["" so""]",639,False,"[""0""]",549,False,"["" is""]",324,True,"[""1""]",624,False,"[""1""]",554,False,"["".""]",4,False,"["" includes""]",279.00,False,"[""1""]",4,False,"[""1""]",greedy_ig
831,324,369,False,[],159,False,"["" so""]",234,False,"[""The""]",294,False,"["" service""]",189,False,"["" includes""]",174,False,"[""4""]",234,False,"["" mirrors""]",234,False,"["" and""]",159,False,"["" she""]",159,False,"["" has""]",189,False,"[""6""]",prefix
832,42,42,True,[],42,True,"["" more""]",42,True,"["" =""]",42,True,"[""3""]",42,True,"["" =""]",42,True,"[""%""]",42,True,"["" has""]",42,True,"[""0""]",42,True,"[""0""]",42,True,"["".""]",42,True,"[""0""]",greedy_ig
832,42,42,True,[],42,True,"["" more""]",42,True,"[""Anthony""]",42,True,"["" has""]",42,True,"["" saved""]",42,True,"["" $""]",42,True,"[""1""]",42,True,"[""0""]",42,True,"["".""]",42,True,"[""0""]",42,True,"[""0""]",prefix
833,40,40,True,[],4,False,"["" times""]",40,True,"["" then""]",4,False,"["" since""]",40,True,"[""Since""]",3,False,"["" higher""]",3,False,"["" can""]",48,False,"[""4""]",54,False,"[""4""]",24,False,"[""1""]",4,False,"[""2""]",greedy_ig
833,40,40,True,[],40,True,"["",""]",40,True,"[""If""]",40,True,"["" Pom""]",40,True,"[""pei""]",40,True,"["" can""]",40,True,"["" lift""]",40,True,"["" a""]",40,True,"["" mountain""]",40,True,"[""1""]",40,True,"["" inch""]",prefix
834,80,80,True,[],80,True,"["" =""]",80,True,"[""=""]",80,True,"["" hour""]",80,True,"[""3""]",80,True,"["">>""]",80,True,"[""0""]",80,True,"[""8""]",80,True,"[""2""]",80,True,"["" for""]",80,True,"[""4""]",greedy_ig
834,80,80,True,[],80,True,"["",""]",80,True,"[""If""]",80,True,"["" Mason""]",8076,False,"["" travels""]",76,False,"["" for""]",80,True,"[""8""]",80,True,"["" miles""]",80,True,"["" in""]",88,False,"["" one""]",4,False,"["" hour""]",prefix
835,48,24,False,[],48,True,"[""2""]",24,False,"["" <<""]",36,False,"["" takes""]",36,False,"["" highway""]",48,True,"[""Four""]",24,False,"["" traveling""]",36,False,"[""4""]",48,True,"[""*""]",48,True,"["">>""]",48,True,"["" traveling""]",greedy_ig
835,48,24,False,[],24,False,"["" the""]",24,False,"[""If""]",24,False,"["" it""]",24,False,"["" takes""]",24,False,"[""3""]",24,False,"["" kang""]",24,False,"[""aro""]",24,False,"[""os""]",24,False,"["" traveling""]",24,False,"["" at""]",prefix
836,140,140,True,[],140,True,"["" dishes""]",140,True,"[""The""]",140,True,"["" made""]",140,True,"[""0""]",140,True,"["" Rory""]",140,True,"[""0""]",140,True,"[""0""]",140,True,"[""0""]",140,True,"[""2""]",140,True,"[""2""]",greedy_ig
836,140,140,True,[],140,True,"["" Rory""]",140,True,"[""If""]",140,True,"["" K""]",140,True,"[""ora""]",140,True,"["" made""]",140,True,"[""2""]",140,True,"[""0""]",140,True,"["" clay""]",140,True,"["" dishes""]",140,True,"["",""]",prefix
837,120,120,True,[],180,False,"[""0""]",180,False,"[""4""]",180,False,"["" =""]",180,False,"["".""]",180,False,"["" the""]",180,False,"["" $""]",180,False,"["" the""]",180,False,"[""0""]",180,False,"[""5""]",180,False,"["".""]",greedy_ig
837,120,120,True,[],100,False,"["" new""]",180,False,"[""Selling""]",230,False,"["" the""]",130,False,"["" old""]",130,False,"["" laptop""]",180,False,"["" reduced""]",180,False,"["" the""]",180,False,"["" cost""]",180,False,"["" of""]",170,False,"["" the""]",prefix
838,15,20,False,[],5,False,"[""5""]",15,True,"[""<<""]",15,True,"[""There""]",15,True,"[""-""]",15,True,"["" apple""]",15,True,"[""After""]",15,True,"["" there""]",15,True,"[""5""]",15,True,"["" slices""]",15,True,"[""5""]",greedy_ig
838,15,20,False,[],15,True,"[""5""]",30,False,"[""There""]",20,False,"["" are""]",5,False,"[""3""]",30,False,"[""*""]",30,False,"[""5""]",15,True,"[""=""]",15,True,"[""<<""]",15,True,"[""3""]",15,True,"[""*""]",prefix
839,2,2,True,[],,False,"["" should""]",2,True,"["" day""]",2,True,"["" a""]",2,True,"[""<<""]",2,True,"[""1""]",2,True,"[""2""]",2,True,"[""He""]",2,True,"[""1""]",2,True,"[""####""]",,False,"[""=""]",greedy_ig
839,2,2,True,[],2,True,"[""3""]",2,True,"[""He""]",2,True,"["" extracts""]",2,True,"[""5""]",2,True,"[""*""]",2,True,"[""3""]",2,True,"[""=""]",2,True,"[""<<""]",2,True,"[""5""]",2,True,"[""*""]",prefix
840,16,16,True,[],16,True,"["".""]",16,True,"[""The""]",16,True,"[""1""]",16,True,"[""8""]",16,True,"["" total""]",16,True,"["" left""]",16,True,"[""imeters""]",16,True,"[""2""]",16,True,"[""1""]",16,True,"[""1""]",greedy_ig
840,16,16,True,[],16,True,"[""/""]",16,True,"[""The""]",16,True,"["" first""]",16,True,"["" glue""]",16,True,"["" stick""]",16,True,"["" has""]",16,True,"[""1""]",16,True,"[""2""]",16,True,"["" x""]",16,True,"[""1""]",prefix
841,5600,5600,True,[],5600,True,"[""0""]",5600,True,"["" $<<""]",5600,True,"["" $""]",0,False,"[""-""]",5600,True,"[""So""]",5,False,"[""1""]",5,False,"["" is""]",5600,True,"["" of""]",5600,True,"[""0""]",5600,True,"[""0""]",greedy_ig
841,5600,5600,True,[],5600,True,"["" $""]",5600,True,"[""The""]",5600,True,"["" amount""]",5600,True,"["" of""]",5600,True,"["" purchases""]",5600,True,"["" Gabriel""]",5600,True,"["" wants""]",5600,True,"["" to""]",5600,True,"["" make""]",5600,True,"["" is""]",prefix
842,10,10,True,[],10,True,"[""0""]",10,True,"[""7""]",10,True,"["" bills""]",10,True,"["" $""]",10,True,"[""0""]",10,True,"[""0""]",10,True,"[""0""]",10,True,"[""0""]",10,True,"["" the""]",10,True,"[""man""]",greedy_ig
842,10,10,True,[],10,True,"[""0""]",10,True,"[""If""]",10,True,"["" she""]",10,True,"["" gave""]",10,True,"["" the""]",10,True,"["" crafts""]",10,True,"[""man""]",10,True,"["" four""]",10,True,"["" $""]",10,True,"[""2""]",prefix
843,19,9,False,[],9,False,"[""2""]",19,True,"[""irt""]",19,True,"[""0""]",19,True,"["" balloons""]",19,True,"["" $""]",11,False,"[""1""]",9,False,"[""9""]",9,False,"["" $""]",9,False,"[""2""]",9,False,"[""1""]",greedy_ig
843,19,9,False,[],19,True,"["" =""]",13,False,"[""Craig""]",19,True,"["" starts""]",5,False,"["" off""]",11,False,"["" with""]",25,False,"[""2""]",19,True,"["" *""]",19,True,"["" $""]",19,True,"[""2""]",21,False,"[""0""]",prefix
844,180,180,True,[],100,False,"["" has""]",180,True,"["" jack""]",180,True,"["" socks""]",120,False,"[""0""]",180,True,"["" =""]",180,True,"[""In""]",120,False,"[""0""]",120,False,"["",""]",200,False,"[""0""]",200,False,"[""2""]",greedy_ig
844,180,180,True,[],180,True,"["",""]",180,True,"[""Since""]",150,False,"["" Jack""]",180,True,"["" collected""]",180,True,"["" twice""]",180,True,"["" as""]",180,True,"["" many""]",180,True,"["" dishes""]",180,True,"["" as""]",180,True,"["" socks""]",prefix
845,12,13,False,[],7,False,"["" only""]",12,True,"["" <<""]",7,False,"[""There""]",7,False,"["" are""]",7,False,"["" good""]",7,False,"["" students""]",7,False,"["" English""]",7,False,"["">>""]",7,False,"["" good""]",7,False,"[""2""]",greedy_ig
845,12,13,False,[],the number of students who are good at math includes those who are good at math only and those who are good at both math and english.,False,"["" includes""]",12,True,"[""The""]",12,True,"["" number""]",13,False,"["" of""]",12,True,"["" students""]",12,True,"["" who""]",13,False,"["" are""]",5,False,"["" good""]",12,True,"["" at""]",12,True,"["" math""]",prefix
846,11,5,False,[],11,True,"["".""]",9,False,"["" <<""]",5,False,"[""2""]",9,False,"[""0""]",11,True,"[""1""]",11,True,"[""6""]",11,True,"[""1""]",11,True,"[""2""]",11,True,"[""0""]",11,True,"[""1""]",greedy_ig
846,11,5,False,[],9,False,"["" show""]",9,False,"[""First""]",9,False,"["",""]",5,False,"["" we""]",5,False,"["" should""]",9,False,"["" convert""]",5,False,"["" the""]",10,False,"[""2""]",5,False,"["" hours""]",5,False,"["" of""]",prefix
847,975,675,False,[],575,False,"[""0""]",525,False,"["" $<<""]",575,False,"[""7""]",575,False,"["" interest""]",575,False,"[""4""]",575,False,"["" (""]",525,False,"["" $""]",575,False,"[""7""]",575,False,"["" accumulated""]",575,False,"[""Three""]",greedy_ig
847,975,675,False,[],1075,False,"[""3""]",975,True,"[""Three""]",975,True,"[""-quarters""]",675,False,"["" of""]",675,False,"["" $""]",675,False,"[""3""]",675,False,"[""0""]",675,False,"[""0""]",675,False,"["" is""]",1125,False,"["" (""]",prefix
848,10,10,True,[],10,True,"["" buttons""]",10,True,"["" <<""]",10,True,"["" -""]",10,True,"["" than""]",10,True,"[""2""]",10,True,"[""0""]",10,True,"[""####""]",10,True,"["" no""]",10,True,"["" =""]",10,True,"["" buttons""]",greedy_ig
848,10,10,True,[],10,True,"[""2""]",10,True,"[""4""]",10,True,"[""0""]",10,True,"[""/""]",10,True,"[""2""]",10,True,"["" =""]",10,True,"["" <<""]",10,True,"[""4""]",10,True,"[""0""]",10,True,"[""/""]",prefix
849,75,75,True,[],75,True,"["" x""]",75,True,"[""=""]",75,True,"["" earn""]",75,True,"["".""]",75,True,"["" hold""]",75,True,"[""So""]",75,True,"["" sells""]",75,True,"["" /""]",75,True,"["" it""]",75,True,"[""=""]",greedy_ig
849,75,75,True,[],75,True,"["" <<""]",75,True,"[""There""]",75,True,"["" are""]",75,True,"[""9""]",75,True,"[""0""]",75,True,"[""0""]",75,True,"["" /""]",75,True,"[""3""]",75,True,"[""0""]",75,True,"["" =""]",prefix
850,70,65,False,[],70,True,"[""0""]",60,False,"["" <<""]",70,True,"["" <<""]",70,True,"["" are""]",70,True,"["">>""]",70,True,"[""2""]",70,True,"["" Smith""]",70,True,"["" in""]",70,True,"["" =""]",70,True,"[""2""]",greedy_ig
850,70,65,False,[],70,True,"[""5""]",65,False,"[""There""]",65,False,"["" are""]",65,False,"[""5""]",65,False,"[""5""]",70,True,"["" -""]",70,True,"[""1""]",70,True,"[""0""]",70,True,"["" =""]",70,True,"["" <<""]",prefix
851,110,220,False,[],110,True,"[""=""]",110,True,"[""<<""]",11,False,"[""####""]",10,False,"["" of""]",110,True,"[""0""]",110,True,"["" pair""]",110,True,"[""6""]",110,True,"[""*""]",110,True,"["" he""]",110,True,"[""1""]",greedy_ig
851,110,220,False,[],110,True,"[""*""]",110,True,"[""He""]",220,False,"["" buys""]",110,True,"[""2""]",110,True,"[""*""]",110,True,"[""1""]",110,True,"[""2""]",110,True,"[""=""]",110,True,"[""<<""]",110,True,"[""2""]",prefix
852,123,133,False,[],148,False,"[""5""]",133,False,"[""The""]",123,True,"["" $""]",133,False,"["" red""]",123,True,"["".""]",123,True,"[""5""]",123,True,"["" $<<""]",123,True,"["" $""]",147,False,"[""4""]",148,False,"[""8""]",greedy_ig
852,123,133,False,[],123,True,"[""2""]",123,True,"[""The""]",133,False,"[""3""]",123,True,"["" baskets""]",133,False,"["" of""]",133,False,"["" green""]",133,False,"["" food""]",123,True,"["" will""]",133,False,"["" cost""]",123,True,"["" $""]",prefix
853,15,10,False,[],30,False,"[""2""]",1800,False,"["" *""]",15,True,"[""/""]",30,False,"["" <<""]",30,False,"[""0""]",30,False,"["" =""]",30,False,"[""8""]",30,False,"[""=""]",30,False,"[""2""]",30,False,"[""9""]",greedy_ig
853,15,10,False,[],30,False,"[""*""]",45,False,"[""9""]",45,False,"[""0""]",30,False,"["" *""]",180,False,"[""2""]",30,False,"[""0""]",30,False,"["" =""]",30,False,"["" <<""]",30,False,"[""9""]",30,False,"[""0""]",prefix
854,144,96,False,[],144,True,"["",""]",144,True,"["" <<""]",144,True,"[""1""]",144,True,"[""3""]",144,True,"[""4""]",144,True,"[""2""]",144,True,"[""In""]",144,True,"["" the""]",144,True,"["" year""]",144,True,"["" =""]",greedy_ig
854,144,96,False,[],110,False,"["" as""]",96,False,"[""In""]",96,False,"["" the""]",96,False,"["" second""]",96,False,"["" year""]",108,False,"["",""]",108,False,"["" they""]",116,False,"["" build""]",116,False,"["" three""]",110,False,"["" times""]",prefix
855,13,let's say your age as x.,False,[],12,False,"["" of""]",16,False,"["" *""]",16,False,"[""The""]",17,False,"["" like""]",13,True,"[""X""]",15,False,"[""7""]",16,False,"["" our""]",14,False,"[""9""]",14,False,"["" age""]",14,False,"["" my""]",greedy_ig
855,13,let's say your age as x.,False,[],15,False,"["" X""]",15,False,"[""Let""]",16,False,"["" X""]",8,False,"["" be""]",14,False,"["" my""]",8,False,"["" age""]",8,False,"["".""]",13,True,"["" My""]",8,False,"["" brother""]",13,True,"["" is""]",prefix
856,7,7,True,[],8,False,"[""5""]",7,True,"["" round""]",7,True,"["" in""]",7,True,"[""Since""]",7,True,"["" Jackson""]",8,False,"[""7""]",8,False,"["" next""]",8,False,"[""####""]",8,False,"["" packs""]",8,False,"["" up""]",greedy_ig
856,7,7,True,[],7,True,"["" =""]",7,True,"[""Mr""]",7,True,"["".""]",7,True,"["" Jackson""]",7,True,"["" will""]",7,True,"["" need""]",7,True,"[""2""]",7,True,"[""7""]",7,True,"["" x""]",7,True,"[""2""]",prefix
857,14000,14000,True,[],140,False,"["" gallons""]",14000,True,"["" <<""]",14000,True,"["" passing""]",14000,True,"["" a""]",14000,True,"[""=""]",14000,True,"["" doubled""]",14000,True,"[""8""]",140,False,"[""0""]",140,False,"["",""]",140,False,"[""2""]",greedy_ig
857,14000,14000,True,[],14000,True,"["" water""]",14000,True,"[""After""]",14000,True,"["" a""]",14000,True,"["" day""]",14000,True,"["" of""]",14000,True,"["" rain""]",14000,True,"["",""]",14000,True,"["" the""]",14000,True,"["" volume""]",14000,True,"["" of""]",prefix
858,3430,3600,False,[],1440,False,"[""4""]",1800,False,"[""On""]",2160,False,"["" <<""]",2160,False,"[""=""]",2160,False,"["" *""]",2160,False,"[""6""]",2160,False,"["",""]",2240,False,"[""4""]",2160,False,"[""0""]",2160,False,"["",""]",greedy_ig
858,3430,3600,False,[],"on the first day, the original ten people infect",False,"["" infect""]",2160,False,"[""On""]",2160,False,"["" the""]",36003600,False,"["" first""]",2160,False,"["" day""]",366060,False,"["",""]",400,False,"["" the""]",2160,False,"["" original""]",3600,False,"["" ten""]",3600,False,"["" people""]",prefix
859,1520,1580,False,[],1520,True,"["" customers""]",1520,True,"[""Jul""]",1520,True,"["" forty""]",1520,True,"["" Juliet""]",1520,True,"[""0""]",1520,True,"[""a""]",1520,True,"["" less""]",1520,True,"[""8""]",1520,True,"[""0""]",1520,True,"[""1""]",greedy_ig
859,1520,1580,False,[],1580,False,"["" as""]",15201520,False,"[""The""]",1580,False,"["" total""]",1520,True,"["" amount""]",1520,True,"["" of""]",1580,False,"["" money""]",1520,True,"["" that""]",1580,False,"["" Rafael""]",1580,False,"[""a""]",1580,False,"["" received""]",prefix
